_id;album;musica;compositor;genero
474;International Superhits;She;Billie Joe Armstrong -Words Green Day -Music;Alternative & Punk
475;International Superhits;J.A.R. (Jason Andrew Relva);Mike Dirnt -Words Green Day -Music;Alternative & Punk
476;International Superhits;Geek Stink Breath;Billie Joe Armstrong -Words Green Day -Music;Alternative & Punk
477;International Superhits;Brain Stew;Billie Joe Armstrong -Words Green Day -Music;Alternative & Punk
478;International Superhits;Jaded;Billie Joe Armstrong -Words Green Day -Music;Alternative & Punk
479;International Superhits;Walking Contradiction;Billie Joe Armstrong -Words Green Day -Music;Alternative & Punk
480;International Superhits;Stuck With Me;Billie Joe Armstrong -Words Green Day -Music;Alternative & Punk
481;International Superhits;Hitchin' A Ride;Billie Joe Armstrong -Words Green Day -Music;Alternative & Punk
482;International Superhits;Good Riddance (Time Of Your Life);Billie Joe Armstrong -Words Green Day -Music;Alternative & Punk
483;International Superhits;Redundant;Billie Joe Armstrong -Words Green Day -Music;Alternative & Punk
484;International Superhits;Nice Guys Finish Last;Billie Joe Armstrong -Words Green Day -Music;Alternative & Punk
485;International Superhits;Minority;Billie Joe Armstrong -Words Green Day -Music;Alternative & Punk
486;International Superhits;Warning;Billie Joe Armstrong -Words Green Day -Music;Alternative & Punk
487;International Superhits;Waiting;Billie Joe Armstrong -Words Green Day -Music;Alternative & Punk
488;International Superhits;Macy's Day Parade;Billie Joe Armstrong -Words Green Day -Music;Alternative & Punk
529;Minha História;Balada Do Louco;Arnaldo Baptista - Rita Lee;Alternative & Punk
530;Minha História;Ando Meio Desligado;Arnaldo Baptista - Rita Lee -  Sérgio Dias;Alternative & Punk
531;Minha História;Top Top;Os Mutantes - Arnolpho Lima Filho;Alternative & Punk
532;Minha História;Baby;Caetano Veloso;Alternative & Punk
533;Minha História;A E O Z;Mutantes;Alternative & Punk
534;Minha História;Panis Et Circenses;Caetano Veloso - Gilberto Gil;Alternative & Punk
535;Minha História;Chão De Estrelas;Orestes Barbosa-Sílvio Caldas;Alternative & Punk
536;Minha História;Vida De Cachorro;Rita Lee - Arnaldo Baptista - Sérgio Baptista;Alternative & Punk
537;Minha História;Bat Macumba;Gilberto Gil - Caetano Veloso;Alternative & Punk
538;Minha História;Desculpe Babe;Arnaldo Baptista - Rita Lee;Alternative & Punk
539;Minha História;Rita Lee;Arnaldo Baptista/Rita Lee/Sérgio Dias;Alternative & Punk
540;Minha História;Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll;Arnaldo Baptista - Rita Lee - Arnolpho Lima Filho;Alternative & Punk
541;Minha História;Banho De Lua;B. de Filippi - F. Migliaci - Versão: Fred Jorge;Alternative & Punk
542;Minha História;Meu Refrigerador Não Funciona;Arnaldo Baptista - Rita Lee - Sérgio Dias;Alternative & Punk
923;Album Of The Year;Collision;Jon Hudson/Mike Patton;Alternative & Punk
924;Album Of The Year;Stripsearch;Jon Hudson/Mike Bordin/Mike Patton;Alternative & Punk
925;Album Of The Year;Last Cup Of Sorrow;Bill Gould/Mike Patton;Alternative & Punk
926;Album Of The Year;Naked In Front Of The Computer;Mike Patton;Alternative & Punk
927;Album Of The Year;Helpless;Bill Gould/Mike Bordin/Mike Patton;Alternative & Punk
928;Album Of The Year;Mouth To Mouth;Bill Gould/Jon Hudson/Mike Bordin/Mike Patton;Alternative & Punk
929;Album Of The Year;Ashes To Ashes;Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum;Alternative & Punk
930;Album Of The Year;She Loves Me Not;Bill Gould/Mike Bordin/Mike Patton;Alternative & Punk
931;Album Of The Year;Got That Feeling;Mike Patton;Alternative & Punk
932;Album Of The Year;Paths Of Glory;Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum;Alternative & Punk
933;Album Of The Year;Home Sick Home;Mike Patton;Alternative & Punk
934;Album Of The Year;Pristina;Bill Gould/Mike Patton;Alternative & Punk
935;Angel Dust;Land Of Sunshine;;Alternative & Punk
936;Angel Dust;Caffeine;;Alternative & Punk
937;Angel Dust;Midlife Crisis;;Alternative & Punk
938;Angel Dust;RV;;Alternative & Punk
939;Angel Dust;Smaller And Smaller;;Alternative & Punk
940;Angel Dust;Everything's Ruined;;Alternative & Punk
941;Angel Dust;Malpractice;;Alternative & Punk
942;Angel Dust;Kindergarten;;Alternative & Punk
943;Angel Dust;Be Aggressive;;Alternative & Punk
944;Angel Dust;A Small Victory;;Alternative & Punk
945;Angel Dust;Crack Hitler;;Alternative & Punk
946;Angel Dust;Jizzlobber;;Alternative & Punk
947;Angel Dust;Midnight Cowboy;;Alternative & Punk
948;Angel Dust;Easy;;Alternative & Punk
964;The Real Thing;From Out Of Nowhere;Faith No More;Alternative & Punk
965;The Real Thing;Epic;Faith No More;Alternative & Punk
966;The Real Thing;Falling To Pieces;Faith No More;Alternative & Punk
967;The Real Thing;Surprise! You're Dead!;Faith No More;Alternative & Punk
968;The Real Thing;Zombie Eaters;Faith No More;Alternative & Punk
969;The Real Thing;The Real Thing;Faith No More;Alternative & Punk
970;The Real Thing;Underwater Love;Faith No More;Alternative & Punk
971;The Real Thing;The Morning After;Faith No More;Alternative & Punk
972;The Real Thing;Woodpecker From Mars;Faith No More;Alternative & Punk
973;The Real Thing;War Pigs;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;Alternative & Punk
974;The Real Thing;Edge Of The World;Faith No More;Alternative & Punk
1009;One By One;All My Life;Foo Fighters;Alternative & Punk
1010;One By One;Low;Foo Fighters;Alternative & Punk
1011;One By One;Have It All;Foo Fighters;Alternative & Punk
1012;One By One;Times Like These;Foo Fighters;Alternative & Punk
1013;One By One;Disenchanted Lullaby;Foo Fighters;Alternative & Punk
1014;One By One;Tired Of You;Foo Fighters;Alternative & Punk
1015;One By One;Halo;Foo Fighters;Alternative & Punk
1016;One By One;Lonely As You;Foo Fighters;Alternative & Punk
1017;One By One;Overdrive;Foo Fighters;Alternative & Punk
1018;One By One;Burn Away;Foo Fighters;Alternative & Punk
1019;One By One;Come Back;Foo Fighters;Alternative & Punk
1133;American Idiot;American Idiot;Billie Joe Armstrong, Mike Dirnt, Tré Cool;Alternative & Punk
1134;American Idiot;Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home;Billie Joe Armstrong/Green Day;Alternative & Punk
1135;American Idiot;Holiday;Billie Joe Armstrong, Mike Dirnt, Tré Cool;Alternative & Punk
1136;American Idiot;Boulevard Of Broken Dreams;Mike Dint, Billie Joe, Tré Cool;Alternative & Punk
1137;American Idiot;Are We The Waiting;Green Day;Alternative & Punk
1138;American Idiot;St. Jimmy;Green Day;Alternative & Punk
1139;American Idiot;Give Me Novacaine;Green Day;Alternative & Punk
1140;American Idiot;She's A Rebel;Green Day;Alternative & Punk
1141;American Idiot;Extraordinary Girl;Green Day;Alternative & Punk
1142;American Idiot;Letterbomb;Green Day;Alternative & Punk
1143;American Idiot;Wake Me Up When September Ends;Mike Dint, Billie Joe, Tré Cool;Alternative & Punk
1144;American Idiot;Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again;Mike Dirnt/Tré Cool;Alternative & Punk
1145;American Idiot;Whatsername;Green Day;Alternative & Punk
1466;Get Born;Last Chance;C. Cester/C. Muncey;Alternative & Punk
1467;Get Born;Are You Gonna Be My Girl;C. Muncey/N. Cester;Alternative & Punk
1468;Get Born;Rollover D.J.;C. Cester/N. Cester;Alternative & Punk
1469;Get Born;Look What You've Done;N. Cester;Alternative & Punk
1470;Get Born;Get What You Need;C. Cester/C. Muncey/N. Cester;Alternative & Punk
1471;Get Born;Move On;C. Cester/N. Cester;Alternative & Punk
1472;Get Born;Radio Song;C. Cester/C. Muncey/N. Cester;Alternative & Punk
1473;Get Born;Get Me Outta Here;C. Cester/N. Cester;Alternative & Punk
1474;Get Born;Cold Hard Bitch;C. Cester/C. Muncey/N. Cester;Alternative & Punk
1475;Get Born;Come Around Again;C. Muncey/N. Cester;Alternative & Punk
1476;Get Born;Take It Or Leave It;C. Muncey/N. Cester;Alternative & Punk
1477;Get Born;Lazy Gun;C. Cester/N. Cester;Alternative & Punk
1478;Get Born;Timothy;C. Cester;Alternative & Punk
2165;Pearl Jam;Life Wasted;Stone Gossard;Alternative & Punk
2166;Pearl Jam;World Wide Suicide;Eddie Vedder;Alternative & Punk
2167;Pearl Jam;Comatose;Mike McCready & Stone Gossard;Alternative & Punk
2168;Pearl Jam;Severed Hand;Eddie Vedder;Alternative & Punk
2169;Pearl Jam;Marker In The Sand;Mike McCready;Alternative & Punk
2170;Pearl Jam;Parachutes;Stone Gossard;Alternative & Punk
2171;Pearl Jam;Unemployable;Matt Cameron & Mike McCready;Alternative & Punk
2172;Pearl Jam;Big Wave;Jeff Ament;Alternative & Punk
2173;Pearl Jam;Gone;Eddie Vedder;Alternative & Punk
2174;Pearl Jam;Wasted Reprise;Stone Gossard;Alternative & Punk
2175;Pearl Jam;Army Reserve;Jeff Ament;Alternative & Punk
2176;Pearl Jam;Come Back;Eddie Vedder & Mike McCready;Alternative & Punk
2177;Pearl Jam;Inside Job;Eddie Vedder & Mike McCready;Alternative & Punk
2282;Out Of Time;Shiny Happy People;Bill Berry/Michael Stipe/Mike Mills/Peter Buck;Alternative & Punk
2283;Out Of Time;Me In Honey;Bill Berry/Michael Stipe/Mike Mills/Peter Buck;Alternative & Punk
2284;Out Of Time;Radio Song;Bill Berry/Michael Stipe/Mike Mills/Peter Buck;Alternative & Punk
2285;Green;Pop Song 89;Bill Berry-Peter Buck-Mike Mills-Michael Stipe;Alternative & Punk
2286;Green;Get Up;Bill Berry-Peter Buck-Mike Mills-Michael Stipe;Alternative & Punk
2287;Green;You Are The Everything;Bill Berry-Peter Buck-Mike Mills-Michael Stipe;Alternative & Punk
2288;Green;Stand;Bill Berry-Peter Buck-Mike Mills-Michael Stipe;Alternative & Punk
2289;Green;World Leader Pretend;Bill Berry-Peter Buck-Mike Mills-Michael Stipe;Alternative & Punk
2290;Green;The Wrong Child;Bill Berry-Peter Buck-Mike Mills-Michael Stipe;Alternative & Punk
2291;Green;Orange Crush;Bill Berry-Peter Buck-Mike Mills-Michael Stipe;Alternative & Punk
2292;Green;Turn You Inside-Out;Bill Berry-Peter Buck-Mike Mills-Michael Stipe;Alternative & Punk
2293;Green;Hairshirt;Bill Berry-Peter Buck-Mike Mills-Michael Stipe;Alternative & Punk
2294;Green;I Remember California;Bill Berry-Peter Buck-Mike Mills-Michael Stipe;Alternative & Punk
2295;Green;Untitled;Bill Berry-Peter Buck-Mike Mills-Michael Stipe;Alternative & Punk
2310;Out Of Time;Losing My Religion;Bill Berry/Michael Stipe/Mike Mills/Peter Buck;Alternative & Punk
2311;Out Of Time;Low;Bill Berry/Michael Stipe/Mike Mills/Peter Buck;Alternative & Punk
2312;Out Of Time;Near Wild Heaven;Bill Berry/Michael Stipe/Mike Mills/Peter Buck;Alternative & Punk
2313;Out Of Time;Endgame;Bill Berry/Michael Stipe/Mike Mills/Peter Buck;Alternative & Punk
2314;Out Of Time;Belong;Bill Berry/Michael Stipe/Mike Mills/Peter Buck;Alternative & Punk
2315;Out Of Time;Half A World Away;Bill Berry/Michael Stipe/Mike Mills/Peter Buck;Alternative & Punk
2316;Out Of Time;Texarkana;Bill Berry/Michael Stipe/Mike Mills/Peter Buck;Alternative & Punk
2317;Out Of Time;Country Feedback;Bill Berry/Michael Stipe/Mike Mills/Peter Buck;Alternative & Punk
2318;The Best Of R.E.M.: The IRS Years;Carnival Of Sorts;R.E.M.;Alternative & Punk
2319;The Best Of R.E.M.: The IRS Years;Radio Free Aurope;R.E.M.;Alternative & Punk
2320;The Best Of R.E.M.: The IRS Years;Perfect Circle;R.E.M.;Alternative & Punk
2321;The Best Of R.E.M.: The IRS Years;Talk About The Passion;R.E.M.;Alternative & Punk
2322;The Best Of R.E.M.: The IRS Years;So Central Rain;R.E.M.;Alternative & Punk
2323;The Best Of R.E.M.: The IRS Years;Don't Go Back To Rockville;R.E.M.;Alternative & Punk
2324;The Best Of R.E.M.: The IRS Years;Pretty Persuasion;R.E.M.;Alternative & Punk
2325;The Best Of R.E.M.: The IRS Years;Green Grow The Rushes;R.E.M.;Alternative & Punk
2326;The Best Of R.E.M.: The IRS Years;Can't Get There From Here;R.E.M.;Alternative & Punk
2327;The Best Of R.E.M.: The IRS Years;Driver 8;R.E.M.;Alternative & Punk
2328;The Best Of R.E.M.: The IRS Years;Fall On Me;R.E.M.;Alternative & Punk
2329;The Best Of R.E.M.: The IRS Years;I Believe;R.E.M.;Alternative & Punk
2330;The Best Of R.E.M.: The IRS Years;Cuyahoga;R.E.M.;Alternative & Punk
2331;The Best Of R.E.M.: The IRS Years;The One I Love;R.E.M.;Alternative & Punk
2332;The Best Of R.E.M.: The IRS Years;The Finest Worksong;R.E.M.;Alternative & Punk
2333;The Best Of R.E.M.: The IRS Years;It's The End Of The World As We Know It (And I Feel Fine);R.E.M.;Alternative & Punk
2334;Cesta Básica;Infeliz Natal;Rodolfo;Alternative & Punk
2335;Cesta Básica;A Sua;Rodolfo;Alternative & Punk
2336;Cesta Básica;Papeau Nuky Doe;Rodolfo;Alternative & Punk
2337;Cesta Básica;Merry Christmas;Rodolfo;Alternative & Punk
2338;Cesta Básica;Bodies;Rodolfo;Alternative & Punk
2339;Cesta Básica;Puteiro Em João Pessoa;Rodolfo;Alternative & Punk
2340;Cesta Básica;Esporrei Na Manivela;Rodolfo;Alternative & Punk
2341;Cesta Básica;Bê-a-Bá;Rodolfo;Alternative & Punk
2342;Cesta Básica;Cajueiro;Rodolfo;Alternative & Punk
2343;Cesta Básica;Palhas Do Coqueiro;Rodolfo;Alternative & Punk
2358;Blood Sugar Sex Magik;The Power Of Equality;Anthony Kiedis/Chad Smith/Flea/John Frusciante;Alternative & Punk
2359;Blood Sugar Sex Magik;If You Have To Ask;Anthony Kiedis/Chad Smith/Flea/John Frusciante;Alternative & Punk
2360;Blood Sugar Sex Magik;Breaking The Girl;Anthony Kiedis/Chad Smith/Flea/John Frusciante;Alternative & Punk
2361;Blood Sugar Sex Magik;Funky Monks;Anthony Kiedis/Chad Smith/Flea/John Frusciante;Alternative & Punk
2362;Blood Sugar Sex Magik;Suck My Kiss;Anthony Kiedis/Chad Smith/Flea/John Frusciante;Alternative & Punk
2363;Blood Sugar Sex Magik;I Could Have Lied;Anthony Kiedis/Chad Smith/Flea/John Frusciante;Alternative & Punk
2364;Blood Sugar Sex Magik;Mellowship Slinky In B Major;Anthony Kiedis/Chad Smith/Flea/John Frusciante;Alternative & Punk
2365;Blood Sugar Sex Magik;The Righteous & The Wicked;Anthony Kiedis/Chad Smith/Flea/John Frusciante;Alternative & Punk
2366;Blood Sugar Sex Magik;Give It Away;Anthony Kiedis/Chad Smith/Flea/John Frusciante;Alternative & Punk
2367;Blood Sugar Sex Magik;Blood Sugar Sex Magik;Anthony Kiedis/Chad Smith/Flea/John Frusciante;Alternative & Punk
2368;Blood Sugar Sex Magik;Under The Bridge;Anthony Kiedis/Chad Smith/Flea/John Frusciante;Alternative & Punk
2369;Blood Sugar Sex Magik;Naked In The Rain;Anthony Kiedis/Chad Smith/Flea/John Frusciante;Alternative & Punk
2370;Blood Sugar Sex Magik;Apache Rose Peacock;Anthony Kiedis/Chad Smith/Flea/John Frusciante;Alternative & Punk
2371;Blood Sugar Sex Magik;The Greeting Song;Anthony Kiedis/Chad Smith/Flea/John Frusciante;Alternative & Punk
2372;Blood Sugar Sex Magik;My Lovely Man;Anthony Kiedis/Chad Smith/Flea/John Frusciante;Alternative & Punk
2373;Blood Sugar Sex Magik;Sir Psycho Sexy;Anthony Kiedis/Chad Smith/Flea/John Frusciante;Alternative & Punk
2374;Blood Sugar Sex Magik;They're Red Hot;Robert Johnson;Alternative & Punk
2472;Judas 0: B-Sides and Rarities;Lucky 13;Billy Corgan;Alternative & Punk
2473;Judas 0: B-Sides and Rarities;Aeroplane Flies High;Billy Corgan;Alternative & Punk
2474;Judas 0: B-Sides and Rarities;Because You Are;Billy Corgan;Alternative & Punk
2475;Judas 0: B-Sides and Rarities;Slow Dawn;Billy Corgan;Alternative & Punk
2476;Judas 0: B-Sides and Rarities;Believe;James Iha;Alternative & Punk
2477;Judas 0: B-Sides and Rarities;My Mistake;Billy Corgan;Alternative & Punk
2478;Judas 0: B-Sides and Rarities;Marquis In Spades;Billy Corgan;Alternative & Punk
2479;Judas 0: B-Sides and Rarities;Here's To The Atom Bomb;Billy Corgan;Alternative & Punk
2480;Judas 0: B-Sides and Rarities;Sparrow;Billy Corgan;Alternative & Punk
2481;Judas 0: B-Sides and Rarities;Waiting;Billy Corgan;Alternative & Punk
2482;Judas 0: B-Sides and Rarities;Saturnine;Billy Corgan;Alternative & Punk
2483;Judas 0: B-Sides and Rarities;Rock On;David Cook;Alternative & Punk
2484;Judas 0: B-Sides and Rarities;Set The Ray To Jerry;Billy Corgan;Alternative & Punk
2485;Judas 0: B-Sides and Rarities;Winterlong;Billy Corgan;Alternative & Punk
2486;Judas 0: B-Sides and Rarities;Soot & Stars;Billy Corgan;Alternative & Punk
2487;Judas 0: B-Sides and Rarities;Blissed & Gone;Billy Corgan;Alternative & Punk
2488;Rotten Apples: Greatest Hits;Siva;Billy Corgan;Alternative & Punk
2489;Rotten Apples: Greatest Hits;Rhinocerous;Billy Corgan;Alternative & Punk
2490;Rotten Apples: Greatest Hits;Drown;Billy Corgan;Alternative & Punk
2491;Rotten Apples: Greatest Hits;Cherub Rock;Billy Corgan;Alternative & Punk
2492;Rotten Apples: Greatest Hits;Today;Billy Corgan;Alternative & Punk
2493;Rotten Apples: Greatest Hits;Disarm;Billy Corgan;Alternative & Punk
2494;Rotten Apples: Greatest Hits;Landslide;Stevie Nicks;Alternative & Punk
2495;Rotten Apples: Greatest Hits;Bullet With Butterfly Wings;Billy Corgan;Alternative & Punk
2496;Rotten Apples: Greatest Hits;1979;Billy Corgan;Alternative & Punk
2497;Rotten Apples: Greatest Hits;Zero;Billy Corgan;Alternative & Punk
2498;Rotten Apples: Greatest Hits;Tonight, Tonight;Billy Corgan;Alternative & Punk
2499;Rotten Apples: Greatest Hits;Eye;Billy Corgan;Alternative & Punk
2500;Rotten Apples: Greatest Hits;Ava Adore;Billy Corgan;Alternative & Punk
2501;Rotten Apples: Greatest Hits;Perfect;Billy Corgan;Alternative & Punk
2502;Rotten Apples: Greatest Hits;The Everlasting Gaze;Billy Corgan;Alternative & Punk
2503;Rotten Apples: Greatest Hits;Stand Inside Your Love;Billy Corgan;Alternative & Punk
2504;Rotten Apples: Greatest Hits;Real Love;Billy Corgan;Alternative & Punk
2505;Rotten Apples: Greatest Hits;[Untitled];Billy Corgan;Alternative & Punk
2591;The Singles;White Riot;Joe Strummer/Mick Jones;Alternative & Punk
2592;The Singles;Remote Control;Joe Strummer/Mick Jones;Alternative & Punk
2593;The Singles;Complete Control;Joe Strummer/Mick Jones;Alternative & Punk
2594;The Singles;Clash City Rockers;Joe Strummer/Mick Jones;Alternative & Punk
2595;The Singles;(White Man) In Hammersmith Palais;Joe Strummer/Mick Jones;Alternative & Punk
2596;The Singles;Tommy Gun;Joe Strummer/Mick Jones;Alternative & Punk
2597;The Singles;English Civil War;Mick Jones/Traditional arr. Joe Strummer;Alternative & Punk
2598;The Singles;I Fought The Law;Sonny Curtis;Alternative & Punk
2599;The Singles;London Calling;Joe Strummer/Mick Jones;Alternative & Punk
2600;The Singles;Train In Vain;Joe Strummer/Mick Jones;Alternative & Punk
2601;The Singles;Bankrobber;Joe Strummer/Mick Jones;Alternative & Punk
2602;The Singles;The Call Up;The Clash;Alternative & Punk
2603;The Singles;Hitsville UK;The Clash;Alternative & Punk
2604;The Singles;The Magnificent Seven;The Clash;Alternative & Punk
2605;The Singles;This Is Radio Clash;The Clash;Alternative & Punk
2606;The Singles;Know Your Rights;The Clash;Alternative & Punk
2607;The Singles;Rock The Casbah;The Clash;Alternative & Punk
2608;The Singles;Should I Stay Or Should I Go;The Clash;Alternative & Punk
2705;Tangents;Walking Wounded;The Tea Party;Alternative & Punk
2706;Tangents;Temptation;The Tea Party;Alternative & Punk
2707;Tangents;The Messenger;Daniel Lanois;Alternative & Punk
2708;Tangents;Psychopomp;The Tea Party;Alternative & Punk
2709;Tangents;Sister Awake;The Tea Party;Alternative & Punk
2710;Tangents;The Bazaar;The Tea Party;Alternative & Punk
2711;Tangents;Save Me (Remix);The Tea Party;Alternative & Punk
2712;Tangents;Fire In The Head;The Tea Party;Alternative & Punk
2713;Tangents;Release;The Tea Party;Alternative & Punk
2714;Tangents;Heaven Coming Down;The Tea Party;Alternative & Punk
2715;Tangents;The River (Remix);The Tea Party;Alternative & Punk
2716;Tangents;Babylon;The Tea Party;Alternative & Punk
2717;Tangents;Waiting On A Sign;The Tea Party;Alternative & Punk
2718;Tangents;Life Line;The Tea Party;Alternative & Punk
2719;Tangents;Paint It Black;Keith Richards/Mick Jagger;Alternative & Punk
2720;Transmission;Temptation;The Tea Party;Alternative & Punk
2721;Transmission;Army Ants;The Tea Party;Alternative & Punk
2722;Transmission;Psychopomp;The Tea Party;Alternative & Punk
2723;Transmission;Gyroscope;The Tea Party;Alternative & Punk
2724;Transmission;Alarum;The Tea Party;Alternative & Punk
2725;Transmission;Release;The Tea Party;Alternative & Punk
2726;Transmission;Transmission;The Tea Party;Alternative & Punk
2727;Transmission;Babylon;The Tea Party;Alternative & Punk
2728;Transmission;Pulse;The Tea Party;Alternative & Punk
2729;Transmission;Emerald;The Tea Party;Alternative & Punk
2730;Transmission;Aftermath;The Tea Party;Alternative & Punk
2781;Acústico;Comida;Titãs;Alternative & Punk
2782;Acústico;Go Back;Titãs;Alternative & Punk
2783;Acústico;Prá Dizer Adeus;Titãs;Alternative & Punk
2784;Acústico;Família;Titãs;Alternative & Punk
2785;Acústico;Os Cegos Do Castelo;Titãs;Alternative & Punk
2786;Acústico;O Pulso;Titãs;Alternative & Punk
2787;Acústico;Marvin;Titãs;Alternative & Punk
2788;Acústico;Nem 5 Minutos Guardados;Titãs;Alternative & Punk
2789;Acústico;Flores;Titãs;Alternative & Punk
2790;Acústico;Palavras;Titãs;Alternative & Punk
2791;Acústico;Hereditário;Titãs;Alternative & Punk
2792;Acústico;A Melhor Forma;Titãs;Alternative & Punk
2793;Acústico;Cabeça Dinossauro;Titãs;Alternative & Punk
2794;Acústico;32 Dentes;Titãs;Alternative & Punk
2795;Acústico;Bichos Escrotos (Vinheta);Titãs;Alternative & Punk
2796;Acústico;Não Vou Lutar;Titãs;Alternative & Punk
2797;Acústico;Homem Primata (Vinheta);Titãs;Alternative & Punk
2798;Acústico;Homem Primata;Titãs;Alternative & Punk
2799;Acústico;Polícia (Vinheta);Titãs;Alternative & Punk
2800;Acústico;Querem Meu Sangue;Titãs;Alternative & Punk
2801;Acústico;Diversão;Titãs;Alternative & Punk
2802;Acústico;Televisão;Titãs;Alternative & Punk
2803;Volume Dois;Sonifera Ilha;Branco Mello/Carlos Barmack/Ciro Pessoa/Marcelo Fromer/Toni Belloto;Alternative & Punk
2804;Volume Dois;Lugar Nenhum;Arnaldo Antunes/Charles Gavin/Marcelo Fromer/Sérgio Britto/Toni Bellotto;Alternative & Punk
2805;Volume Dois;Sua Impossivel Chance;Nando Reis;Alternative & Punk
2806;Volume Dois;Desordem;Charles Gavin/Marcelo Fromer/Sérgio Britto;Alternative & Punk
2807;Volume Dois;Não Vou Me Adaptar;Arnaldo Antunes;Alternative & Punk
2808;Volume Dois;Domingo;Sérgio Britto/Toni Bellotto;Alternative & Punk
2809;Volume Dois;Amanhã Não Se Sabe;Sérgio Britto;Alternative & Punk
2810;Volume Dois;Caras Como Eu;Toni Bellotto;Alternative & Punk
2811;Volume Dois;Senhora E Senhor;Arnaldo Anutnes/Marcelo Fromer/Paulo Miklos;Alternative & Punk
2812;Volume Dois;Era Uma Vez;Arnaldo Anutnes/Branco Mello/Marcelo Fromer/Sergio Brotto/Toni Bellotto;Alternative & Punk
2813;Volume Dois;Miséria;Arnaldo Antunes/Britto, SergioMiklos, Paulo;Alternative & Punk
2814;Volume Dois;Insensível;Sérgio Britto;Alternative & Punk
2815;Volume Dois;Eu E Ela;Nando Reis;Alternative & Punk
2816;Volume Dois;Toda Cor;Ciro Pressoa/Marcelo Fromer;Alternative & Punk
2817;Volume Dois;É Preciso Saber Viver;Erasmo Carlos/Roberto Carlos;Alternative & Punk
2818;Volume Dois;Senhor Delegado/Eu Não Aguento;Antonio Lopes;Alternative & Punk
111;BackBeat Soundtrack;Money;Berry Gordy, Jr./Janie Bradford;Rock And Roll
112;BackBeat Soundtrack;Long Tall Sally;"Enotris Johnson/Little Richard/Robert ""Bumps"" Blackwell";Rock And Roll
113;BackBeat Soundtrack;Bad Boy;Larry Williams;Rock And Roll
114;BackBeat Soundtrack;Twist And Shout;Bert Russell/Phil Medley;Rock And Roll
115;BackBeat Soundtrack;Please Mr. Postman;Brian Holland/Freddie Gorman/Georgia Dobbins/Robert Bateman/William Garrett;Rock And Roll
116;BackBeat Soundtrack;C'Mon Everybody;Eddie Cochran/Jerry Capehart;Rock And Roll
117;BackBeat Soundtrack;Rock n Roll Music;Chuck Berry;Rock And Roll
118;BackBeat Soundtrack;Slow Down;Larry Williams;Rock And Roll
119;BackBeat Soundtrack;Roadrunner;Bo Diddley;Rock And Roll
120;BackBeat Soundtrack;Carol;Chuck Berry;Rock And Roll
121;BackBeat Soundtrack;Good Golly Miss Molly;Little Richard;Rock And Roll
122;BackBeat Soundtrack;20 Flight Rock;Ned Fairchild;Rock And Roll
194;The Best Of Buddy Guy - The Millenium Collection;First Time I Met The Blues;Eurreal Montgomery;Blues
195;The Best Of Buddy Guy - The Millenium Collection;Let Me Love You Baby;Willie Dixon;Blues
196;The Best Of Buddy Guy - The Millenium Collection;Stone Crazy;Buddy Guy;Blues
197;The Best Of Buddy Guy - The Millenium Collection;Pretty Baby;Willie Dixon;Blues
198;The Best Of Buddy Guy - The Millenium Collection;When My Left Eye Jumps;Al Perkins/Willie Dixon;Blues
199;The Best Of Buddy Guy - The Millenium Collection;Leave My Girl Alone;Buddy Guy;Blues
200;The Best Of Buddy Guy - The Millenium Collection;She Suits Me To A Tee;Buddy Guy;Blues
201;The Best Of Buddy Guy - The Millenium Collection;Keep It To Myself (Aka Keep It To Yourself);Sonny Boy Williamson [I];Blues
202;The Best Of Buddy Guy - The Millenium Collection;My Time After Awhile;Robert Geddins/Ron Badger/Sheldon Feinberg;Blues
203;The Best Of Buddy Guy - The Millenium Collection;Too Many Ways (Alternate);Willie Dixon;Blues
204;The Best Of Buddy Guy - The Millenium Collection;TalkinBout Women Obviously;Amos Blakemore/Buddy Guy;Blues
891;The Cream Of Clapton;Layla;Clapton/Gordon;Blues
892;The Cream Of Clapton;Badge;Clapton/Harrison;Blues
893;The Cream Of Clapton;I Feel Free;Bruce/Clapton;Blues
894;The Cream Of Clapton;Sunshine Of Your Love;Bruce/Clapton;Blues
895;The Cream Of Clapton;Crossroads;Clapton/Robert Johnson Arr: Eric Clapton;Blues
896;The Cream Of Clapton;Strange Brew;Clapton/Collins/Pappalardi;Blues
897;The Cream Of Clapton;White Room;Bruce/Clapton;Blues
898;The Cream Of Clapton;Bell Bottom Blues;Clapton;Blues
899;The Cream Of Clapton;Cocaine;Cale/Clapton;Blues
900;The Cream Of Clapton;I Shot The Sheriff;Marley;Blues
901;The Cream Of Clapton;After Midnight;Clapton/J. J. Cale;Blues
902;The Cream Of Clapton;Swing Low Sweet Chariot;Clapton/Trad. Arr. Clapton;Blues
903;The Cream Of Clapton;Lay Down Sally;Clapton/Levy;Blues
904;The Cream Of Clapton;Knockin On Heavens Door;Clapton/Dylan;Blues
